"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"13643","S1227913","F",2,"Black","OBannon Elementary School","Free Lunch","","12/4/2015","Classroom Disruption","No Recess",488
"13644","S1229733","F",2,"Black","OBannon Elementary School","Free Lunch","","12/8/2015","Safety Infraction","OSS-One Day Out of School Suspension",693
"13645","S1227915","F",2,"Black","OBannon Elementary School","Free Lunch","","12/9/2015","Classroom Disruption","No Recess",488
"13646","S1227919","F",2,"Black","OBannon Elementary School","Free Lunch","","12/10/2015","Insubordination","No Recess",488
"13647","S1227928","F",3,"Multiracial","OBannon Elementary School","Reduced Lunch","","8/25/2015","Misbehavior","No Recess",488
"13648","S1227930","F",3,"Multiracial","OBannon Elementary School","Reduced Lunch","","11/19/2015","Misbehavior","No Recess",488
"13649","S1227931","M",3,"Black","OBannon Elementary School","Free Lunch","","9/28/2015","Playground Behavior","No Recess",488
"13650","S1234088","F",1,"Hispanic","OBannon Elementary School","Free Lunch","","9/3/2015","Insubordination","Class Suspension",1164
"13651","S1227935","F",1,"Hispanic","OBannon Elementary School","Free Lunch","","9/11/2015","Theft School/Private Property","No Recess",488
"13652","S1227937","F",1,"Hispanic","OBannon Elementary School","Free Lunch","","9/18/2015","Theft School/Private Property","No Recess",488
"13653","S1227938","F",1,"Hispanic","OBannon Elementary School","Free Lunch","","10/15/2015","Misbehavior","No Recess",488
"13654","S1227942","F",1,"Hispanic","OBannon Elementary School","Free Lunch","","10/20/2015","Misbehavior","No Recess",488
"13655","S1227943","M",1,"Black","OBannon Elementary School","Free Lunch","","9/16/2015","Misbehavior","No Recess",488
"13656","S1234089","F",5,"Black","OBannon Elementary School","Free Lunch","","9/15/2015","Misbehavior","Class Suspension",1164
"13657","S1227944","F",5,"Black","OBannon Elementary School","Free Lunch","","11/19/2015","Misbehavior","No Recess",488
"13658","S1227961","F",5,"Black","OBannon Elementary School","Free Lunch","","12/11/2015","Misbehavior","No Recess",488
"13659","S1227962","F",5,"Black","OBannon Elementary School","Free Lunch","","12/15/2015","Misbehavior","No Recess",488
"13660","S1227965","M",3,"Black","OBannon Elementary School","Free Lunch","","12/4/2015","Playground Behavior","No Recess",488
"13661","S1227966","M",1,"Black","OBannon Elementary School","Free Lunch","","11/11/2015","Playground Behavior","No Recess",488
"13662","S1229736","M",5,"Black","OBannon Elementary School","Free Lunch","","10/5/2015","Fighting","OSS-One Day Out of School Suspension",693
"13663","S1236028","M",5,"Black","OBannon Elementary School","Free Lunch","","10/14/2015","Fighting","ISS-1 Day ICBM",1807
"13664","S11397","M",5,"Black","OBannon Elementary School","Free Lunch","","10/19/2015","Fighting","OSS-Two Days Out of School Suspension",290
"13665","S1227973","M",5,"Black","OBannon Elementary School","Free Lunch","","11/11/2015","Classroom Disruption","No Recess",488
"13666","S1227984","M",5,"Black","OBannon Elementary School","Free Lunch","","11/17/2015","Misbehavior","No Recess",488
"13667","S1227986","F",5,"Black","OBannon Elementary School","Free Lunch","","8/26/2015","Misbehavior","No Recess",488
"13668","S1227990","M",1,"Black","OBannon Elementary School","Free Lunch","","9/8/2015","Classroom Disruption","No Recess",488
"13669","S1227992","M",1,"Black","OBannon Elementary School","Free Lunch","","9/22/2015","Misbehavior","No Recess",488
"13670","S1227994","M",3,"Black","OBannon Elementary School","Free Lunch","","11/6/2015","Misbehavior","No Recess",488
"13671","S1228008","M",3,"Black","OBannon Elementary School","Free Lunch","","11/12/2015","Inappropriate Language","No Recess",488
"13672","S1228011","M",3,"Black","OBannon Elementary School","Free Lunch","","11/20/2015","Misbehavior","No Recess",488
"13673","S1228012","M",3,"Black","OBannon Elementary School","Free Lunch","","12/10/2015","Misbehavior","No Recess",488
"13674","S1228013","M",3,"Black","OBannon Elementary School","Free Lunch","","12/11/2015","Misbehavior","No Recess",488
"13675","S1228032","M",3,"Black","OBannon Elementary School","Free Lunch","","12/17/2015","Misbehavior","No Recess",488
"13676","S1228036","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","8/31/2015","Misbehavior","No Recess",488
"13677","S1228037","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/1/2015","Misbehavior","No Recess",488
"13678","S1228039","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/2/2015","Harassment/Intimidation","No Recess",488
"13679","S1228044","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/9/2015","Misbehavior","No Recess",488
"13680","S1228050","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/14/2015","Other","No Recess",488
"13681","S1057","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/21/2015","Inappropriate Language","Ripple Effects Module",77
"13682","S11404","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","9/22/2015","Harassment/Intimidation","OSS-Two Days Out of School Suspension",290
"13683","S1228058","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","10/20/2015","Misbehavior","No Recess",488
"13684","S1228061","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","11/5/2015","Playground Behavior","No Recess",488
"13685","S11435","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","11/9/2015","Harassment/Intimidation","ISS-Half Day ICBM",270
"13686","S1229737","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","11/13/2015","Harassment/Intimidation","OSS-One Day Out of School Suspension",693
"13687","S1234305","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","11/17/2015","Harassment/Intimidation","Administrative Conference",1230
"13688","S1234092","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","11/17/2015","Misbehavior","Class Suspension",1164
"13689","S1228063","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","12/4/2015","Misbehavior","No Recess",488
"13690","S1228064","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","12/7/2015","Misbehavior","No Recess",488
"13691","S1228065","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","12/9/2015","Misbehavior","No Recess",488
"13692","S1234093","M",3,"Hispanic","OBannon Elementary School","Free Lunch","Other Health Impairment (17)","12/11/2015","Insubordination","Class Suspension",1164
"13693","S1228075","M",0,"Black","OBannon Elementary School","Free Lunch","","9/11/2015","Misbehavior","No Recess",488
"13694","S1228078","F",1,"Black","OBannon Elementary School","Free Lunch","","10/15/2015","Misbehavior","No Recess",488
"13695","S1228081","F",1,"Black","OBannon Elementary School","Free Lunch","","10/20/2015","Misbehavior","No Recess",488
"13696","S1228082","F",1,"Black","OBannon Elementary School","Free Lunch","","10/21/2015","Misbehavior","No Recess",488
"13697","S1228085","F",1,"Black","OBannon Elementary School","Free Lunch","","12/18/2015","Theft School/Private Property","No Recess",488
"13698","S1228088","M",1,"Black","OBannon Elementary School","Paid","","8/21/2015","Playground Behavior","No Recess",488
"13699","S11275","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","8/19/2015","Classroom Disruption","",217
"13700","S1228095","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","8/24/2015","Misbehavior","No Recess",488
"13701","S1228096","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","8/25/2015","Insubordination","No Recess",488
"13702","S1228104","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","8/25/2015","Misbehavior","No Recess",488
"13703","S1228106","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","8/26/2015","Misbehavior","No Recess",488
"13704","S1228109","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/8/2015","Classroom Disruption","No Recess",488
"13705","S1234096","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/14/2015","Misbehavior","Class Suspension",1164
"13706","S1228112","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/16/2015","Misbehavior","No Recess",488
"13707","S1228113","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/22/2015","Misbehavior","No Recess",488
"13708","S1234099","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/25/2015","Classroom Disruption","Class Suspension",1164
"13709","S1236029","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/25/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"13710","S1234103","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/29/2015","Classroom Disruption","Class Suspension",1164
"13711","S1234104","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/30/2015","Classroom Disruption","Class Suspension",1164
"13712","S10574","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/30/2015","Classroom Disruption","Ripple Effects Module",77
"13713","S1228125","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/5/2015","Misbehavior","No Recess",488
"13714","S1228127","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/12/2015","Classroom Disruption","No Recess",488
"13715","S1234106","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/20/2015","Classroom Disruption","Class Suspension",1164
"13716","S1228133","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/23/2015","Misbehavior","No Recess",488
"13717","S1234108","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/26/2015","Classroom Disruption","Class Suspension",1164
"13718","S1228137","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/27/2015","Classroom Disruption","No Recess",488
"13719","S1228138","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/21/2015","Misbehavior","No Recess",488
"13720","S1228139","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/5/2015","Misbehavior","No Recess",488
"13721","S1234111","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/24/2015","Classroom Disruption","Class Suspension",1164
"13722","S1228143","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/24/2015","Inappropriate Language","No Recess",488
"13723","S1228144","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/1/2015","Refused Class Work","No Recess",488
"13724","S1228145","F",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/10/2015","Inappropriate Language","No Recess",488
"13725","S1228146","M",0,"Black","OBannon Elementary School","Free Lunch","Language or Speech Impairment (09)","10/7/2015","Misbehavior","No Recess",488
"13726","S1228147","M",0,"Black","OBannon Elementary School","Free Lunch","Language or Speech Impairment (09)","10/8/2015","Other","No Recess",488
"13727","S11423","M",0,"Black","OBannon Elementary School","Free Lunch","Language or Speech Impairment (09)","10/15/2015","Misbehavior","Conference  Warning",255
"13728","S1229740","M",0,"Black","OBannon Elementary School","Free Lunch","Language or Speech Impairment (09)","10/22/2015","Misbehavior","OSS-One Day Out of School Suspension",693
"13729","S1228149","M",0,"Black","OBannon Elementary School","Free Lunch","Language or Speech Impairment (09)","12/7/2015","Misbehavior","No Recess",488
"13730","S1228155","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/1/2015","Misbehavior","No Recess",488
"13731","S1228156","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/10/2015","Misbehavior","No Recess",488
"13732","S1228165","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/24/2015","Misbehavior","No Recess",488
"13733","S1228170","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","9/30/2015","Classroom Disruption","No Recess",488
"13734","S1228172","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/5/2015","Classroom Disruption","No Recess",488
"13735","S1228173","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/6/2015","Misbehavior","No Recess",488
"13736","S1236032","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/7/2015","Fighting","ISS-1 Day ICBM",1807
"13737","S1228174","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/20/2015","Classroom Disruption","No Recess",488
"13738","S1229741","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","10/21/2015","Fighting","OSS-One Day Out of School Suspension",693
"13739","S1228176","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/2/2015","Playground Behavior","No Recess",488
"13740","S10140","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/3/2015","Leaving Without Permission",NA,12
"13741","S1228178","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/1/2015","Misbehavior","No Recess",488
"13742","S1236045","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/4/2015","Inappropriate Language","ISS-1 Day ICBM",1807
"13743","S10523","M",2,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/15/2015","Verbal Assault","Administrative Leave",71
"13744","S1228179","M",2,"Black","OBannon Elementary School","Free Lunch","","8/27/2015","Misbehavior","No Recess",488
"13745","S1228180","M",2,"Black","OBannon Elementary School","Free Lunch","","10/1/2015","Misbehavior","No Recess",488
"13746","S1228184","M",2,"Black","OBannon Elementary School","Free Lunch","","10/27/2015","Insubordination","No Recess",488
"13747","S1228190","M",0,"Hispanic","OBannon Elementary School","Free Lunch","","9/4/2015","Playground Behavior","No Recess",488
"13748","S1228194","M",0,"Hispanic","OBannon Elementary School","Free Lunch","","9/28/2015","Playground Behavior","No Recess",488
"13749","S1228195","M",4,"Black","OBannon Elementary School","Free Lunch","","11/11/2015","Misbehavior","No Recess",488
"13750","S1228197","M",4,"Black","OBannon Elementary School","Free Lunch","","11/23/2015","Bullying - Verbal","No Recess",488
"13751","S1228204","M",1,"Black","OBannon Elementary School","Free Lunch","","10/27/2015","Misbehavior","No Recess",488
"13752","S1228216","M",5,"Hispanic","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","11/2/2015","Misbehavior","No Recess",488
"13753","S1228218","F",0,"Black","OBannon Elementary School","Free Lunch","","10/8/2015","Misbehavior","No Recess",488
"13754","S1228220","F",0,"Black","OBannon Elementary School","Free Lunch","","10/15/2015","Misbehavior","No Recess",488
"13755","S1228227","M",5,"Black","OBannon Elementary School","Free Lunch","","9/4/2015","Misbehavior","No Recess",488
"13756","S1228228","M",5,"Black","OBannon Elementary School","Free Lunch","","9/16/2015","Misbehavior","No Recess",488
"13757","S1228229","F",3,"Black","OBannon Elementary School","Free Lunch","","8/20/2015","Misbehavior","No Recess",488
"13758","S1228231","M",0,"Hispanic","OBannon Elementary School","Paid","","9/10/2015","Playground Behavior","No Recess",488
"13759","S11277","M",0,"Black","OBannon Elementary School","Free Lunch","","9/3/2015","Misbehavior","",217
"13760","S1228233","M",1,"White","OBannon Elementary School","Free Lunch","","9/8/2015","Inappropriate Language","No Recess",488
"13761","S1228235","M",2,"White","OBannon Elementary School","Free Lunch","","12/4/2015","Classroom Disruption","No Recess",488
"13762","S10454","M",4,"Black","OBannon Elementary School","Free Lunch","","9/16/2015","Misbehavior","ISS-In School Suspension",47
"13763","S1228237","M",4,"Black","OBannon Elementary School","Free Lunch","","9/22/2015","Misbehavior","No Recess",488
"13764","S1228239","M",4,"Black","OBannon Elementary School","Free Lunch","","9/24/2015","Misbehavior","No Recess",488
"13765","S1053","M",4,"Black","OBannon Elementary School","Free Lunch","","10/16/2015","Harassment/Intimidation","Administrative Leave",71
"13766","S1228240","M",4,"Black","OBannon Elementary School","Free Lunch","","10/16/2015","Theft School/Private Property","No Recess",488
"13767","S1228245","M",4,"Black","OBannon Elementary School","Free Lunch","","10/27/2015","Other","No Recess",488
"13768","S1229743","M",4,"Black","OBannon Elementary School","Free Lunch","","11/3/2015","Harassment/Intimidation","OSS-One Day Out of School Suspension",693
"13769","S1228247","M",4,"Black","OBannon Elementary School","Free Lunch","","11/30/2015","Misbehavior","No Recess",488
"13770","S1228248","M",4,"Black","OBannon Elementary School","Free Lunch","","12/4/2015","Misbehavior","No Recess",488
"13771","S1228249","M",1,"Black","OBannon Elementary School","Free Lunch","","12/14/2015","Misbehavior","No Recess",488
"13772","S1228251","M",5,"Black","OBannon Elementary School","Reduced Lunch","","12/11/2015","Misbehavior","No Recess",488
"13773","S1228255","M",2,"Black","OBannon Elementary School","Paid","","10/27/2015","Classroom Disruption","No Recess",488
"13774","S1228261","M",2,"Black","OBannon Elementary School","Paid","","12/16/2015","Insubordination","No Recess",488
"13775","S1228263","M",0,"Black","OBannon Elementary School","Free Lunch","","10/23/2015","Misbehavior","No Recess",488
"13776","S1228264","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/2/2015","Classroom Disruption","No Recess",488
"13777","S1228267","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/15/2015","Misbehavior","No Recess",488
"13778","S1228272","M",5,"Black","OBannon Elementary School","Free Lunch","Specific Learning Disability (07)","12/16/2015","Misbehavior","No Recess",488
"13779","S1234306","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/4/2015","Inappropriate Language","Administrative Conference",1230
"13780","S1236048","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/8/2015","Failure To Report","ISS-1 Day ICBM",1807
"13781","S1236076","F",8,"Hispanic","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/2/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13782","S1236086","F",8,"Hispanic","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/12/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13783","S1229744","F",8,"Hispanic","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/23/2015","Truancy","OSS-One Day Out of School Suspension",693
"13784","S11291","M",7,"Black","Scott Middle School","Free Lunch","Other Health Impairment (17)","10/6/2015","Physical Assault/Battery-Teach","OSS-Three Days Out of School Suspension",258
"13785","S1229747","M",8,"Hispanic","Scott Middle School","Free Lunch","","9/28/2015","Disruption-School Process","OSS-One Day Out of School Suspension",693
"13786","S1228325","M",8,"Hispanic","Scott Middle School","Free Lunch","","10/6/2015","Other","SEI Consultation",573
"13787","S11405","M",8,"Hispanic","Scott Middle School","Free Lunch","","10/15/2015","Truancy","OSS-Two Days Out of School Suspension",290
"13788","S1236089","M",8,"Hispanic","Scott Middle School","Free Lunch","","11/5/2015","Insubordination","ISS-1 Day ICBM",1807
"13789","S11855","M",8,"Hispanic","Scott Middle School","Free Lunch","","11/24/2015","Disruption-School Process","OSS-Out Of School Suspension",327
"13790","S11409","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/16/2015","Gross Insubordination","OSS-Two Days Out of School Suspension",290
"13791","S1236095","F",8,"Black","Scott Middle School","Free Lunch","","12/8/2015","Gross Insubordination","ISS-1 Day ICBM",1807
"13792","S1228328","F",8,"White","Scott Middle School","Paid","","9/2/2015","Other","SEI Consultation",573
"13793","S1236097","F",8,"White","Scott Middle School","Paid","","10/27/2015","Insubordination","ISS-1 Day ICBM",1807
"13794","S1228329","F",8,"White","Scott Middle School","Paid","","11/5/2015","Other","SEI Consultation",573
"13795","S1236099","F",8,"White","Scott Middle School","Paid","","12/16/2015","Insubordination","ISS-1 Day ICBM",1807
"13796","S1236103","M",8,"Hispanic","Scott Middle School","Free Lunch","","9/22/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13797","S1236104","M",8,"Hispanic","Scott Middle School","Free Lunch","","11/9/2015","Misbehavior","ISS-1 Day ICBM",1807
"13798","S1236112","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/16/2015","Leaving Without Permission","ISS-1 Day ICBM",1807
"13799","S10634","M",8,"Hispanic","Scott Middle School","Free Lunch","","10/5/2015","Drug Violation","OSS-Ten Days OSS/Pending Expulsion",101
"13800","S1236115","F",7,"Hispanic","Scott Middle School","Reduced Lunch","","11/28/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13801","S1236120","F",7,"Black","Scott Middle School","Free Lunch","","10/29/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13802","S11413","F",7,"Black","Scott Middle School","Free Lunch","","11/20/2015","Truancy","OSS-Two Days Out of School Suspension",290
"13803","S1236124","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/7/2015","Excessive Detentions","ISS-1 Day ICBM",1807
"13804","S1236130","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/16/2015","Insubordination","ISS-1 Day ICBM",1807
"13805","S10903","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/27/2015","Gross Insubordination","OSS-Five Days Out of School Suspension",176
"13806","S11423","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/9/2015","Physical Assault/Battery-Studn","OSS-Two Days Out of School Suspension",290
"13807","S1229757","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/18/2015","Trespassing","OSS-One Day Out of School Suspension",693
"13808","S11433","M",7,"Multiracial","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/24/2015","Physical Assault/Battery-Studn","OSS-Two Days Out of School Suspension",290
"13809","S10905","M",8,"Hispanic","Scott Middle School","Paid","","9/21/2015","Theft School/Private Property","OSS-Five Days Out of School Suspension",176
"13810","S10530","M",8,"Hispanic","Scott Middle School","Paid","","12/3/2015","Physical Assault/Battery-Studn","Administrative Leave",71
"13811","S1228342","F",8,"Hispanic","Scott Middle School","Free Lunch","","11/5/2015","Other","SEI Consultation",573
"13812","S1236134","F",8,"White","Scott Middle School","Paid","","11/16/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13813","S10641","F",8,"White","Scott Middle School","Paid","","11/24/2015","Drug Violation","OSS-Ten Days OSS/Pending Expulsion",101
"13814","S1236144","F",8,"Multiracial","Scott Middle School","Free Lunch","","10/16/2015","Insubordination","ISS-1 Day ICBM",1807
"13815","S1236152","F",8,"Multiracial","Scott Middle School","Free Lunch","","11/24/2015","Vandalism","ISS-1 Day ICBM",1807
"13816","S11295","F",7,"White","Scott Middle School","Paid","","8/24/2015","Fighting","OSS-Three Days Out of School Suspension",258
"13817","S1228346","F",7,"White","Scott Middle School","Paid","","10/23/2015","Other","SEI Consultation",573
"13818","S1228349","F",7,"White","Scott Middle School","Paid","","11/24/2015","Other","SEI Consultation",573
"13819","S1227877","F",7,"Hispanic","Scott Middle School","Free Lunch","","9/22/2015","Disruption-School Process","ISS-2 Day ICBM",407
"13820","S1236157","M",8,"Hispanic","Scott Middle School","Free Lunch","","9/9/2015","Insubordination","ISS-1 Day ICBM",1807
"13821","S1236162","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/8/2015","Safety Infraction","ISS-1 Day ICBM",1807
"13822","S1234118","F",6,"Hispanic","Scott Middle School","Free Lunch","","11/30/2015","Physical Assault/Battery-Studn","Class Suspension",1164
"13823","S1236175","M",6,"Hispanic","Scott Middle School","Free Lunch","","9/15/2015","Insubordination","ISS-1 Day ICBM",1807
"13824","S1236176","M",6,"Hispanic","Scott Middle School","Free Lunch","","9/22/2015","Theft School/Private Property","ISS-1 Day ICBM",1807
"13825","S1229759","M",6,"Hispanic","Scott Middle School","Free Lunch","","9/24/2015","Insubordination","OSS-One Day Out of School Suspension",693
"13826","S1236187","M",6,"Hispanic","Scott Middle School","Free Lunch","","10/9/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"13827","S11435","M",6,"Hispanic","Scott Middle School","Free Lunch","","10/26/2015","Physical Assault/Battery-Studn","OSS-Two Days Out of School Suspension",290
"13828","S1236188","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/5/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13829","S11296","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/19/2015","Failure To Report","OSS-Three Days Out of School Suspension",258
"13830","S1236191","M",6,"Black","Scott Middle School","Free Lunch","","10/27/2015","Excessive Detentions","ISS-1 Day ICBM",1807
"13831","S1228351","F",8,"Black","Scott Middle School","Free Lunch","","9/2/2015","Other","SEI Consultation",573
"13832","S11438","M",6,"Hispanic","Scott Middle School","Paid","","11/23/2015","Insubordination","ISS-Half Day ICBM",270
"13833","S1234313","M",6,"Hispanic","Scott Middle School","Paid","","12/11/2015","Classroom Disruption","Administrative Conference",1230
"13834","S1236195","M",7,"Black","Scott Middle School","Free Lunch","","12/11/2015","Physical Assault/Battery-Studn","ISS-1 Day ICBM",1807
"13835","S1236205","M",6,"Black","Scott Middle School","Paid","","11/3/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"13836","S1236217","M",7,"Black","Scott Middle School","Paid","","10/2/2015","Safety Infraction","ISS-1 Day ICBM",1807
"13837","S11442","F",7,"Black","Scott Middle School","Free Lunch","","10/2/2015","Insubordination","ISS-Half Day ICBM",270
"13838","S1228352","F",7,"Black","Scott Middle School","Free Lunch","","11/30/2015","Other","SEI Consultation",573
"13839","S1236249","F",8,"Hispanic","Scott Middle School","Paid","Specific Learning Disability (07)","11/20/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13840","S1236255","M",6,"Black","Scott Middle School","Reduced Lunch","","9/16/2015","Safety Infraction","ISS-1 Day ICBM",1807
"13841","S11893","M",7,"White","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/27/2015","Safety Infraction","Verbal Reprimand",317
"13842","S1227879","M",7,"Multiracial","Scott Middle School","Free Lunch","","9/18/2015","Insubordination","ISS-2 Day ICBM",407
"13843","S1229763","M",7,"Multiracial","Scott Middle School","Free Lunch","","11/20/2015","Truancy","OSS-One Day Out of School Suspension",693
"13844","S10627","M",6,"Black","Scott Middle School","Free Lunch","","8/25/2015","Vandalism","Parent Conference",97
"13845","S1236259","M",6,"Black","Scott Middle School","Free Lunch","","9/16/2015","Misbehavior","ISS-1 Day ICBM",1807
"13846","S1227889","M",6,"Black","Scott Middle School","Free Lunch","","9/14/2015","Safety Infraction","ISS-2 Day ICBM",407
"13847","S1236260","M",7,"Black","Scott Middle School","Free Lunch","Specific Learning Disability (07)","9/29/2015","Inappropriate Language","ISS-1 Day ICBM",1807
"13848","S1236270","M",7,"Black","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/8/2015","Physical Assault/Battery-Studn","ISS-1 Day ICBM",1807
"13849","S1228353","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","8/31/2015","Other","SEI Consultation",573
"13850","S1228355","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","9/9/2015","Other","SEI Consultation",573
"13851","S1236279","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","9/18/2015","Insubordination","ISS-1 Day ICBM",1807
"13852","S1236281","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","9/27/2015","Insubordination","ISS-1 Day ICBM",1807
"13853","S1236295","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/14/2015","Insubordination","ISS-1 Day ICBM",1807
"13854","S1229768","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/20/2015","Insubordination","OSS-One Day Out of School Suspension",693
