StudentNumber,Gender,Grade,Ethnicity,SchoolName,Lunch,Special Education,Inf. Date,Infraction,Adminstrative Action
S1234282,M,10,White,Morton High School,Reduced Lunch,,10/8/2015,Excessive Tardiness,Detention Assigned
S1234282,M,10,White,Morton High School,Reduced Lunch,,10/12/2015,Excessive Tardiness,Detention Assigned
S1234282,M,10,White,Morton High School,Reduced Lunch,,10/15/2015,Excessive Tardiness,ISS-Half Day ICBM
S1234291,M,10,White,Morton High School,Free Lunch,,10/13/2015,Insubordination,Detention Assigned
S1234291,M,10,White,Morton High School,Free Lunch,,11/5/2015,Classroom Disruption,Class Suspension
S1234291,M,10,White,Morton High School,Free Lunch,,11/6/2015,ID Violation,Class Suspension
S1234291,M,10,White,Morton High School,Free Lunch,,11/18/2015,Classroom Disruption,Class Suspension
S1234291,M,10,White,Morton High School,Free Lunch,,12/2/2015,Uniform Violation,Administrative Conference
S1234296,M,10,Hispanic,Morton High School,Free Lunch,,8/21/2015,Uniform Violation,ISS-Half Day ICBM
S1234296,M,10,Hispanic,Morton High School,Free Lunch,,9/3/2015,Uniform Violation,Administrative Conference
S1234296,M,10,Hispanic,Morton High School,Free Lunch,,9/15/2015,Rule Violation,Administrative Conference
S1234296,M,10,Hispanic,Morton High School,Free Lunch,,9/30/2015,Excessive Tardiness,Detention Assigned
S1234298,M,12,Hispanic,Morton High School,Reduced Lunch,Other Health Impairment (17),8/18/2015,Truancy,ISS-1 Day ICBM
S1234298,M,12,Hispanic,Morton High School,Reduced Lunch,Other Health Impairment (17),8/25/2015,Rule Violation,Detention Assigned
S1234303,F,10,Black,Morton High School,Free Lunch,,8/31/2015,Rule Violation,Administrative Conference
S1234305,M,10,Hispanic,Morton High School,Paid,,10/23/2015,ID Violation,Administrative Conference
S1234313,M,10,White,Morton High School,Paid,,10/22/2015,Fighting,OSS-Five Days Out of School Suspension
S1234313,M,10,White,Morton High School,Paid,,12/11/2015,Excessive Tardiness,Detention Assigned
S1234315,M,10,Hispanic,Morton High School,Free Lunch,,11/3/2015,ID Violation,Administrative Conference
S1234317,M,10,Black,Morton High School,Free Lunch,,11/20/2015,Other,Administrative Conference
S1234318,M,11,Hispanic,Morton High School,Free Lunch,,9/23/2015,ID Violation,
S1234321,F,11,Black,Morton High School,Free Lunch,,10/23/2015,Cell Phone,Class Suspension
S1234322,F,11,Hispanic,Morton High School,Free Lunch,,8/20/2015,Uniform Violation,Administrative Conference
S1234327,M,10,White,Morton High School,Paid,,8/27/2015,Uniform Violation,Administrative Conference
S1234327,M,10,White,Morton High School,Paid,,9/15/2015,Truancy,ISS-1 Day ICBM
S1234327,M,10,White,Morton High School,Paid,,9/15/2015,Insubordination,OSS-Out Of School Suspension
S1234327,M,10,White,Morton High School,Paid,,9/22/2015,Truancy,ISS-Half Day ICBM
S1234327,M,10,White,Morton High School,Paid,,10/13/2015,ID Violation,Class Suspension
S1234327,M,10,White,Morton High School,Paid,,10/16/2015,Failure Refused Detention,Detention Assigned
S1234327,M,10,White,Morton High School,Paid,,10/26/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234327,M,10,White,Morton High School,Paid,,11/10/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234327,M,10,White,Morton High School,Paid,,11/11/2015,ID Violation,Class Suspension
S1234327,M,10,White,Morton High School,Paid,,12/17/2015,Truancy,OSS-Two Days Out of School Suspension
S1234328,F,10,White,Morton High School,Paid,,9/17/2015,Failure Refused Detention,Detention Assigned
S1234328,F,10,White,Morton High School,Paid,,9/17/2015,ID Violation,
S1234328,F,10,White,Morton High School,Paid,,10/16/2015,Other,Administrative Conference
S1234328,F,10,White,Morton High School,Paid,,10/16/2015,Harassment/Intimidation,OSS-One Day Out of School Suspension
S1234331,F,10,White,Morton High School,Free Lunch,,9/16/2015,ID Violation,Class Suspension
S1234331,F,10,White,Morton High School,Free Lunch,,10/16/2015,Other,Administrative Conference
S1234331,F,10,White,Morton High School,Free Lunch,,10/22/2015,Withdrawl Conference,Withdrawal Letter
S1234340,M,10,Multiracial,Morton High School,Paid,Emotional Disability (Full Time) (05),8/14/2015,Uniform Violation,Class Suspension
S1234340,M,10,Multiracial,Morton High School,Paid,Emotional Disability (Full Time) (05),8/19/2015,Other,Administrative Conference
S1234340,M,10,Multiracial,Morton High School,Paid,Emotional Disability (Full Time) (05),10/19/2015,Uniform Violation,Administrative Conference
S1234340,M,10,Multiracial,Morton High School,Paid,Emotional Disability (Full Time) (05),12/11/2015,Fighting,OSS-One Day Out of School Suspension
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),10/2/2015,Rule Violation,Detention Assigned
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),10/6/2015,Truancy,ISS-2 Day ICBM
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),10/8/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),10/16/2015,ID Violation,Administrative Conference
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),10/20/2015,ID Violation,Class Suspension
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),11/16/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),11/20/2015,Other,Administrative Conference
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),12/3/2015,Truancy,ISS-1 Day ICBM
S1234344,M,10,White,Morton High School,Paid,Other Health Impairment (17),12/9/2015,Other,SEI Consultation
S1234352,F,11,Black,Morton High School,Reduced Lunch,,9/28/2015,Failure Refused Detention,Detention Assigned
S1234352,F,11,Black,Morton High School,Reduced Lunch,,12/1/2015,Cell Phone,Class Suspension
S1234353,F,11,Hispanic,Morton High School,Free Lunch,,10/16/2015,ID Violation,Class Suspension
S1234360,F,11,White,Morton High School,Free Lunch,,9/23/2015,ID Violation,Administrative Conference
S1234360,F,11,White,Morton High School,Free Lunch,,9/29/2015,Excessive Tardiness,Detention Assigned
S1234360,F,11,White,Morton High School,Free Lunch,,10/26/2015,Misbehavior,Detention Assigned
S1234360,F,11,White,Morton High School,Free Lunch,,11/2/2015,Inappropriate Language,Administrative Conference
S1234360,F,11,White,Morton High School,Free Lunch,,11/5/2015,ID Violation,ISS-1 Day ICBM
S1234360,F,11,White,Morton High School,Free Lunch,,11/17/2015,ID Violation,ISS-1 Day ICBM
S1234360,F,11,White,Morton High School,Free Lunch,,11/24/2015,ID Violation,ISS-1 Day ICBM
S1234360,F,11,White,Morton High School,Free Lunch,,12/3/2015,ID Violation,
S1234360,F,11,White,Morton High School,Free Lunch,,12/7/2015,Excessive Tardiness,Detention Assigned
S1234360,F,11,White,Morton High School,Free Lunch,,12/15/2015,Excessive Tardiness,Detention Assigned
S1234360,F,11,White,Morton High School,Free Lunch,,12/15/2015,Other,Administrative Conference
S1234360,F,11,White,Morton High School,Free Lunch,,12/17/2015,Leaving Without Permission,ISS-2 Day ICBM
S1234360,F,11,White,Morton High School,Free Lunch,,12/17/2015,Rule Violation,ISS-2 Day ICBM
S1234364,M,10,Hispanic,Morton High School,Free Lunch,,8/19/2015,Uniform Violation,ISS-Half Day ICBM
S1234364,M,10,Hispanic,Morton High School,Free Lunch,,10/8/2015,Uniform Violation,Class Suspension
S1234366,F,10,Hispanic,Morton High School,Paid,,8/14/2015,Uniform Violation,ISS-Half Day ICBM
S1234366,F,10,Hispanic,Morton High School,Paid,,8/19/2015,Truancy,ISS-Half Day ICBM
S1234366,F,10,Hispanic,Morton High School,Paid,,9/3/2015,Theft School/Private Property,OSS-Three Days Out of School Suspension
S1234366,F,10,Hispanic,Morton High School,Paid,,10/20/2015,Uniform Violation,Class Suspension
S1234366,F,10,Hispanic,Morton High School,Paid,,10/26/2015,Truancy,OSS-One Day Out of School Suspension
S1234366,F,10,Hispanic,Morton High School,Paid,,10/28/2015,Failure Refused Detention,Detention Assigned
S1234366,F,10,Hispanic,Morton High School,Paid,,11/9/2015,Other,Administrative Conference
S1234366,F,10,Hispanic,Morton High School,Paid,,11/10/2015,Other,Administrative Conference
S1234366,F,10,Hispanic,Morton High School,Paid,,11/12/2015,Insubordination,OSS-One Day Out of School Suspension
S1234366,F,10,Hispanic,Morton High School,Paid,,12/17/2015,Rule Violation,ISS-In School Suspension
S1234367,M,10,Black,Morton High School,Free Lunch,,8/12/2015,Uniform Violation,Class Suspension
S1234367,M,10,Black,Morton High School,Free Lunch,,9/16/2015,ID Violation,Administrative Conference
S1234371,F,10,Hispanic,Morton High School,Free Lunch,,9/14/2015,Uniform Violation,Administrative Conference
S1234371,F,10,Hispanic,Morton High School,Free Lunch,,10/3/2015,Rule Violation,Detention Assigned
S1234372,F,10,White,Morton High School,Free Lunch,,12/15/2015,Leaving Without Permission,Detention Assigned
S1234375,M,12,Hispanic,Morton High School,Free Lunch,,9/4/2015,Failure Refused Detention,Detention Assigned
S1234375,M,12,Hispanic,Morton High School,Free Lunch,,9/9/2015,Failure To Report,ISS-1 Day ICBM
S1234375,M,12,Hispanic,Morton High School,Free Lunch,,10/1/2015,ID Violation,Administrative Conference
S1234377,M,11,Black,Morton High School,Paid,,10/2/2015,Rule Violation,Detention Assigned
S1234379,F,11,Black,Morton High School,Reduced Lunch,,10/9/2015,Uniform Violation,Administrative Conference
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,8/12/2015,Uniform Violation,ISS-Half Day ICBM
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,8/26/2015,Failure To Report,ISS-1 Day ICBM
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,8/26/2015,Uniform Violation,ISS-1 Day ICBM
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,8/28/2015,Uniform Violation,ISS-1 Day ICBM
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,9/8/2015,Failure Refused Detention,Detention Assigned
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,10/21/2015,Cell Phone,Detention Assigned
S1234383,F,12,Hispanic,Morton High School,Free Lunch,,12/17/2015,Classroom Disruption,Class Suspension
S1234386,M,12,White,Morton High School,Paid,,10/22/2015,Truancy,Administrative Conference
S1234386,M,12,White,Morton High School,Paid,,11/24/2015,Theft School/Private Property,OSS-Five Days Out of School Suspension
S1234386,M,12,White,Morton High School,Paid,,12/7/2015,Other,SEI Consultation
S1234388,M,10,White,Morton High School,Free Lunch,,8/13/2015,Uniform Violation,ISS-Half Day ICBM
S1234388,M,10,White,Morton High School,Free Lunch,,9/3/2015,Uniform Violation,Detention Assigned
S1234388,M,10,White,Morton High School,Free Lunch,,9/9/2015,Failure To Report,Detention Assigned
S1234388,M,10,White,Morton High School,Free Lunch,,9/17/2015,Uniform Violation,ISS-Half Day ICBM
S1234388,M,10,White,Morton High School,Free Lunch,,10/9/2015,Failure To Report,ISS-1 Day ICBM
S1234388,M,10,White,Morton High School,Free Lunch,,10/21/2015,Misbehavior,Class Suspension
S1234388,M,10,White,Morton High School,Free Lunch,,11/18/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234388,M,10,White,Morton High School,Free Lunch,,12/3/2015,Uniform Violation,Class Suspension
S1234389,F,11,Hispanic,Morton High School,Paid,,9/11/2015,Uniform Violation,Administrative Conference
S1234389,F,11,Hispanic,Morton High School,Paid,,10/2/2015,Rule Violation,Detention Assigned
S1234390,M,10,Hispanic,Morton High School,Paid,Specific Learning Disability (07),9/17/2015,ID Violation,Class Suspension
S1234390,M,10,Hispanic,Morton High School,Paid,Specific Learning Disability (07),10/9/2015,ID Violation,Class Suspension
S1234390,M,10,Hispanic,Morton High School,Paid,Specific Learning Disability (07),10/19/2015,ID Violation,Class Suspension
S1234390,M,10,Hispanic,Morton High School,Paid,Specific Learning Disability (07),12/2/2015,ID Violation,Detention Assigned
S1234390,M,10,Hispanic,Morton High School,Paid,Specific Learning Disability (07),12/2/2015,ID Violation,Class Suspension
S1234399,M,10,White,Morton High School,Paid,,8/19/2015,Uniform Violation,Administrative Conference
S1234399,M,10,White,Morton High School,Paid,,9/2/2015,Uniform Violation,Detention Assigned
S1234400,M,10,Asian,Morton High School,Free Lunch,,9/28/2015,ID Violation,Class Suspension
S1234400,M,10,Asian,Morton High School,Free Lunch,,10/21/2015,Safety Infraction,ISS-1 Day ICBM
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,8/21/2015,Rule Violation,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,8/24/2015,Other,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,8/24/2015,Insubordination,Class Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/1/2015,Insubordination,ISS-2 Day ICBM
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/1/2015,Leaving Without Permission,ISS-2 Day ICBM
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/10/2015,Other,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/11/2015,Rule Violation,Detention Assigned
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/15/2015,Fighting,OSS-Five Days Out of School Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/28/2015,Excessive Tardiness,Detention Assigned
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,9/30/2015,Excessive Tardiness,Detention Assigned
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/7/2015,Uniform Violation,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/16/2015,Insubordination,OSS-One Day Out of School Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/20/2015,Failure To Report,Class Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/20/2015,Uniform Violation,Class Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/22/2015,Misbehavior,Class Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/27/2015,Failure Refused Detention,Detention Assigned
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,10/27/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/2/2015,Truancy,ISS-1 Day ICBM
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/6/2015,ID Violation,Class Suspension
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/9/2015,Cell Phone,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/9/2015,Other,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/9/2015,Uniform Violation,Administrative Conference
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/11/2015,Withdrawl Conference,Withdrawal Letter
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,11/11/2015,Deadly Weapon (Non Firearm),OSS-Ten Days OSS/Pending Expulsion
S1234401,M,10,Hispanic,Morton High School,Free Lunch,,12/9/2015,Deadly Weapon (Non Firearm),Expulsion Upheld
S1234402,M,12,White,Morton High School,Paid,,8/31/2015,Rule Violation,Administrative Conference
S1234403,M,10,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),10/2/2015,Withdrawl Conference,Withdrawal Letter
S1234406,F,9,White,Morton High School,Paid,,10/5/2015,ID Violation,Administrative Conference
S1234409,M,10,Hispanic,Morton High School,Free Lunch,,10/3/2015,Rule Violation,Detention Assigned
S1234409,M,10,Hispanic,Morton High School,Free Lunch,,12/2/2015,ID Violation,Class Suspension
S1234411,M,12,Black,Morton High School,Free Lunch,,10/13/2015,ID Violation,Administrative Conference
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,8/12/2015,Truancy,Probation Agreement (16A)
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,8/14/2015,Uniform Violation,ISS-1 Day ICBM
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/4/2015,Uniform Violation,Detention Assigned
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/8/2015,Uniform Violation,Class Suspension
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/15/2015,Failure To Report,ISS-1 Day ICBM
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/15/2015,Insubordination,OSS-One Day Out of School Suspension
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/15/2015,Uniform Violation,Detention Assigned
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,9/28/2015,ID Violation,Administrative Conference
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,10/2/2015,Insubordination,OSS-One Day Out of School Suspension
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,10/12/2015,Truancy,Administrative Conference
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,10/12/2015,ID Violation,Administrative Conference
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,11/3/2015,Inappropriate Attire,ISS-1 Day ICBM
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,11/17/2015,Truancy,Administrative Conference
S1234413,M,11,Hispanic,Morton High School,Free Lunch,,12/2/2015,Truancy,Administrative Conference
S1234416,M,10,Black,Morton High School,Paid,,11/17/2015,Gym Non-Shower/Non-Dress,Class Suspension
S1234418,F,12,Hispanic,Morton High School,Paid,,10/20/2015,Withdrawl Conference,Withdrawal Letter
S1234419,F,11,Hispanic,Morton High School,Paid,,10/20/2015,Withdrawl Conference,Withdrawal Letter
S1234422,M,10,Black,Morton High School,Paid,,8/14/2015,Uniform Violation,Class Suspension
S1234422,M,10,Black,Morton High School,Paid,,9/22/2015,ID Violation,Class Suspension
S1234422,M,10,Black,Morton High School,Paid,,10/20/2015,ID Violation,Class Suspension
S1234425,M,12,Black,Morton High School,Free Lunch,,8/21/2015,Rule Violation,Detention Assigned
S1234425,M,12,Black,Morton High School,Free Lunch,,9/11/2015,Failure Refused Detention,Detention Assigned
S1234425,M,12,Black,Morton High School,Free Lunch,,9/25/2015,Other,SEI Consultation
S1234425,M,12,Black,Morton High School,Free Lunch,,10/7/2015,Rule Violation,Detention Assigned
S1234425,M,12,Black,Morton High School,Free Lunch,,10/16/2015,Truancy,ISS-1 Day ICBM
S1234425,M,12,Black,Morton High School,Free Lunch,,12/1/2015,Excessive Tardiness,Detention Assigned
S1234427,M,10,Hispanic,Morton High School,Free Lunch,,10/6/2015,Excessive Tardiness,Detention Assigned
S1234427,M,10,Hispanic,Morton High School,Free Lunch,,10/16/2015,Excessive Tardiness,Detention Assigned
S1234427,M,10,Hispanic,Morton High School,Free Lunch,,10/19/2015,ID Violation,Class Suspension
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,8/19/2015,Failure To Report,ISS-1 Day ICBM
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,8/19/2015,Rule Violation,Administrative Conference
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,8/25/2015,Classroom Disruption,Class Suspension
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,8/28/2015,Insubordination,OSS-One Day Out of School Suspension
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,8/28/2015,Failure To Report,Detention Assigned
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,9/15/2015,Gross Insubordination,OSS-Five Days Out of School Suspension
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,10/8/2015,Truancy,
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,10/16/2015,Truancy,Parent Conference
S1234430,M,11,Hispanic,Morton High School,Free Lunch,,10/21/2015,Withdrawl Conference,Withdrawal Letter
S1234433,F,12,Black,Morton High School,Free Lunch,,9/18/2015,Uniform Violation,Class Suspension
S1234433,F,12,Black,Morton High School,Free Lunch,,10/2/2015,Uniform Violation,Administrative Conference
S1234433,F,12,Black,Morton High School,Free Lunch,,12/14/2015,Uniform Violation,Detention Assigned
S1234441,F,11,Hispanic,Morton High School,Free Lunch,,9/10/2015,Uniform Violation,Administrative Conference
S1234441,F,11,Hispanic,Morton High School,Free Lunch,,11/12/2015,Truancy,ISS-2 Day ICBM
S1234442,F,11,White,Morton High School,Paid,,9/18/2015,Uniform Violation,Administrative Conference
S1234444,M,10,Black,Morton High School,Free Lunch,,11/13/2015,ID Violation,Administrative Conference
S1234444,M,10,Black,Morton High School,Free Lunch,,12/11/2015,Truancy,Administrative Conference
S1234446,F,12,Hispanic,Morton High School,Free Lunch,,9/10/2015,Truancy,ISS-2 Day ICBM
S1234448,F,10,Black,Morton High School,Free Lunch,,11/19/2015,Alcohol Abuse,Class Suspension
S1234448,F,10,Black,Morton High School,Free Lunch,,11/19/2015,Alcohol Abuse,ISS-1 Day ICBM
S1234449,M,10,Hispanic,Morton High School,Free Lunch,,9/18/2015,ID Violation,Administrative Conference
S1234449,M,10,Hispanic,Morton High School,Free Lunch,,10/12/2015,Other,Administrative Conference
S1234449,M,10,Hispanic,Morton High School,Free Lunch,,11/11/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234449,M,10,Hispanic,Morton High School,Free Lunch,,12/8/2015,Excessive Tardiness,Detention Assigned
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),8/20/2015,Uniform Violation,Administrative Conference
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),9/10/2015,Inappropriate Language,ISS-1 Day ICBM
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),9/23/2015,ID Violation,
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),9/25/2015,ID Violation,Administrative Conference
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),10/2/2015,Uniform Violation,Class Suspension
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),10/7/2015,Rule Violation,Administrative Conference
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),10/16/2015,ID Violation,Administrative Conference
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),10/20/2015,Misbehavior,ISS-1 Day ICBM
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),12/9/2015,Insubordination,ISS-Half Day ICBM
S1234450,M,11,Hispanic,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),12/16/2015,ID Violation,ISS-1 Day ICBM
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,11/19/2015,Truancy,Class Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,11/19/2015,Truancy,ISS-2 Day ICBM
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,11/24/2015,Uniform Violation,Class Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,11/30/2015,Uniform Violation,Class Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,12/1/2015,ID Violation,Class Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,12/4/2015,ID Violation,Class Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,12/4/2015,Insubordination,OSS-One Day Out of School Suspension
S1234459,F,11,Multiracial,Morton High School,Free Lunch,,12/4/2015,Insubordination,OSS-One Day Out of School Suspension
S1234470,M,10,Black,Morton High School,Free Lunch,,9/16/2015,ID Violation,Administrative Conference
S1234470,M,10,Black,Morton High School,Free Lunch,,11/10/2015,ID Violation,Class Suspension
S1234470,M,10,Black,Morton High School,Free Lunch,,11/30/2015,Rule Violation,Administrative Conference
S1234471,F,11,Black,Morton High School,Free Lunch,,10/3/2015,Rule Violation,Detention Assigned
S1234471,F,11,Black,Morton High School,Free Lunch,,10/15/2015,Excessive Tardiness,Detention Assigned
S1234471,F,11,Black,Morton High School,Free Lunch,,12/1/2015,ID Violation,Class Suspension
S1234471,F,11,Black,Morton High School,Free Lunch,,12/4/2015,ID Violation,Class Suspension
S1234472,M,11,Black,Morton High School,Free Lunch,,9/18/2015,ID Violation,Administrative Conference
S1234472,M,11,Black,Morton High School,Free Lunch,,9/24/2015,Rule Violation,Administrative Conference
S1234472,M,11,Black,Morton High School,Free Lunch,,11/18/2015,Rule Violation,ISS-1 Day ICBM
S1234473,F,11,Hispanic,Morton High School,Free Lunch,Orthopedic Impairment (02),9/21/2015,ID Violation,Administrative Conference
S1234479,M,12,White,Morton High School,Free Lunch,,12/16/2015,ID Violation,Administrative Conference
S1234483,M,12,Black,Morton High School,Free Lunch,,9/15/2015,Uniform Violation,ISS-1 Day ICBM
S1234483,M,12,Black,Morton High School,Free Lunch,,9/29/2015,Excessive Tardiness,Detention Assigned
S1234483,M,12,Black,Morton High School,Free Lunch,,10/2/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234483,M,12,Black,Morton High School,Free Lunch,,10/2/2015,Rule Violation,Detention Assigned
S1234483,M,12,Black,Morton High School,Free Lunch,,10/8/2015,Excessive Tardiness,Detention Assigned
S1234483,M,12,Black,Morton High School,Free Lunch,,10/13/2015,Excessive Tardiness,ISS-Half Day ICBM
S1234483,M,12,Black,Morton High School,Free Lunch,,10/15/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1234483,M,12,Black,Morton High School,Free Lunch,,10/20/2015,Uniform Violation,Detention Assigned
S1234483,M,12,Black,Morton High School,Free Lunch,,11/11/2015,Failure To Report,ISS-1 Day ICBM
S1234483,M,12,Black,Morton High School,Free Lunch,,11/17/2015,Uniform Violation,ISS-1 Day ICBM
S1234486,M,11,Black,Morton High School,Free Lunch,,11/5/2015,Excessive Tardiness,Detention Assigned
S1234488,M,10,White,Morton High School,Free Lunch,,8/17/2015,Rule Violation,Detention Assigned
S1234488,M,10,White,Morton High School,Free Lunch,,8/25/2015,Classroom Disruption,Class Suspension
S1234488,M,10,White,Morton High School,Free Lunch,,9/9/2015,Truancy,ISS-1 Day ICBM
S1234488,M,10,White,Morton High School,Free Lunch,,9/10/2015,Rule Violation,Detention Assigned
S1234488,M,10,White,Morton High School,Free Lunch,,9/15/2015,Excessive Tardiness,Detention Assigned
S1234488,M,10,White,Morton High School,Free Lunch,,9/15/2015,Withdrawl Conference,Withdrawal Letter
S1234488,M,10,White,Morton High School,Free Lunch,,9/16/2015,Truancy,ISS-1 Day ICBM
S1234499,M,11,Hispanic,Morton High School,Reduced Lunch,,10/26/2015,ID Violation,Administrative Conference
S1234502,F,10,Black,Morton High School,Free Lunch,,8/13/2015,Disciplinary File Review,Probation Agreement (16A)
S1234502,F,10,Black,Morton High School,Free Lunch,,9/2/2015,Misbehavior,Class Suspension
S1234502,F,10,Black,Morton High School,Free Lunch,,10/1/2015,Uniform Violation,Administrative Conference
S1234504,M,12,White,Morton High School,Free Lunch,,8/13/2015,Uniform Violation,Class Suspension
S1234504,M,12,White,Morton High School,Free Lunch,,10/15/2015,Other,Detention Assigned
S1234505,M,12,White,Morton High School,Paid,Emotional Disability (Other) (06),8/12/2015,Uniform Violation,Class Suspension
S1234505,M,12,White,Morton High School,Paid,Emotional Disability (Other) (06),9/18/2015,ID Violation,Administrative Conference
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,9/30/2015,Excessive Tardiness,Detention Assigned
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,10/9/2015,ID Violation,Class Suspension
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,10/27/2015,Classroom Disruption,Administrative Conference
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,10/28/2015,Failure Refused Detention,Detention Assigned
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,11/18/2015,Excessive Tardiness,Detention Assigned
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,11/18/2015,ID Violation,ISS-1 Day ICBM
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,11/20/2015,ID Violation,ISS-1 Day ICBM
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,12/1/2015,Excessive Tardiness,Detention Assigned
